verdict,title,lot_string,grade_class,language,product_line,current_total,max_bid_total,max_bid_hammer,headroom,comp,n_sales_90d,last_sold,confidence,fc_comp,fc_n_sales,fc_last_sold,win_likely,floor,active_supply,bids,auction_ends_at,url,reason
NO_COMPS,2001 Pokemon Japanese Darkness And To Light Pineco #204 CGC 10 PRISTINE,WA239 Lot: 12607,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1b967966-9027-11f1-8420-0ae6f723dca5/2001-pokemon-japanese-darkness-and-to-light-pineco-204-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Neo 4 Vulpix #37 CGC 10 GEM MINT,WA239 Lot: 12590,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1bbc94d4-9027-11f1-87b5-06d0f30ff1cd/2001-pokemon-japanese-neo-4-vulpix-37-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Neo 4 Ninetales #38 CGC 10 GEM MINT,WA239 Lot: 12591,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1c946256-9027-11f1-8f87-0a58a9feac02/2001-pokemon-japanese-neo-4-ninetales-38-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Neo 4 Light Dragonair #148 CGC 10 GEM MINT,WA239 Lot: 12603,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1c9aac1a-9027-11f1-b38e-02fff83721db/2001-pokemon-japanese-neo-4-light-dragonair-148-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Japanese Neo Totodile #158 CGC 10 GEM MINT,WA239 Lot: 12394,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1ca5a228-9027-11f1-b624-0ae6f723dca5/2000-pokemon-japanese-neo-totodile-158-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon Japanese Rocket Gang Strikes Back Slowpoke #40 CGC 10 GEM MINT,WA239 Lot: 13052,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f27490ea-902b-11f1-b273-02fff90e5653/2004-pokemon-japanese-rocket-gang-strikes-back-slowpoke-40-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon Japanese Rocket Gang Strikes Back Togepi #56 CGC 10 GEM MINT,WA239 Lot: 13054,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/fede81f6-902b-11f1-8cf0-0a58a9feac02/2004-pokemon-japanese-rocket-gang-strikes-back-togepi-56-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Skorupi #509 CGC 10 GEM MINT,WA239 Lot: 13281,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/76ad593a-9065-11f1-8f92-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-skorupi-509-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Smoochum CGC 10 GEM MINT,WA239 Lot: 13402,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/76cb319e-9065-11f1-a1aa-06ac3cc21af7/2007-pokemon-japanese-diamond-pearl-shining-darkness-smoochum-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Wobbuffet #258 CGC 10 GEM MINT,WA239 Lot: 13275,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/76ce467c-9065-11f1-abba-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-wobbuffet-258-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Space-Time Creation Duskull CGC 10 GEM MINT,WA239 Lot: 13287,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/76e59e9e-9065-11f1-8952-0a58a9feac02/2006-pokemon-japanese-space-time-creation-duskull-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Secret Of The Lakes Chingling CGC 10 GEM MINT,WA239 Lot: 13355,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/76f202ec-9065-11f1-af94-0602e765ba41/2007-pokemon-japanese-secret-of-the-lakes-chingling-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Diamond & Pearl Cry From The Mysterious 1st Edition Oddish CGC 10 GEM,WA239 Lot: 13424,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/772559f8-9065-11f1-8d22-02ffcd2af4c5/2008-pokemon-japanese-diamond-pearl-cry-from-the-mysterious-1st-edition-oddish-cgc-10-gem,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Shining Darkness Shuppet CGC 10 GEM MINT,WA239 Lot: 13401,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/77299162-9065-11f1-972d-0a58a9feac02/2007-pokemon-japanese-shining-darkness-shuppet-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Secret Of The Lakes Golbat CGC 10 GEM MINT,WA239 Lot: 13356,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/7738cf60-9065-11f1-a6aa-0a58a9feac02/2007-pokemon-japanese-secret-of-the-lakes-golbat-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Space-Time Creation Meditite CGC 10 GEM MINT,WA239 Lot: 13291,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/774d4440-9065-11f1-93de-0a58a9feac02/2006-pokemon-japanese-space-time-creation-meditite-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Skorupi #509 CGC 10 GEM MINT,WA239 Lot: 13282,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/774dcce4-9065-11f1-8200-06ac3cc21af7/2006-pokemon-japanese-diamond-pearl-space-time-creation-skorupi-509-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Space-Time Creation Riolu CGC 10 GEM MINT,WA239 Lot: 13293,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/77510094-9065-11f1-9923-0602e765ba41/2006-pokemon-japanese-space-time-creation-riolu-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Space-Time Creation Riolu CGC 10 GEM MINT,WA239 Lot: 13295,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/775116c4-9065-11f1-b6e2-0a58a9feac02/2006-pokemon-japanese-space-time-creation-riolu-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Space-Time Creation Riolu CGC 10 GEM MINT,WA239 Lot: 13294,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/77523d6a-9065-11f1-bf72-0a58a9feac02/2006-pokemon-japanese-space-time-creation-riolu-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Space-Time Creation Meditite CGC 10 PRISTINE,WA239 Lot: 13292,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/775495ba-9065-11f1-b3b0-02ffcd2af4c5/2006-pokemon-japanese-space-time-creation-meditite-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Diamond & Pearl Temple Of Anger 1st Edition Hitmonlee CGC 10 GEM MINT,WA239 Lot: 13479,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/777e6890-9065-11f1-8ffd-02ffcd2af4c5/2008-pokemon-japanese-diamond-pearl-temple-of-anger-1st-edition-hitmonlee-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Diamond & Pearl Temple Of Anger 1st Edition Hitmonchan CGC 10 PRISTINE,WA239 Lot: 13477,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/7785b438-9065-11f1-828f-0602e765ba41/2008-pokemon-japanese-diamond-pearl-temple-of-anger-1st-edition-hitmonchan-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Temple Of Anger 1st Edition Hitmontop CGC 10 GEM MINT,WA239 Lot: 13480,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/778cd6a0-9065-11f1-91ee-02ffcd2af4c5/2008-pokemon-japanese-temple-of-anger-1st-edition-hitmontop-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Temple Of Anger 1st Edition Tyrogue CGC 10 GEM MINT,WA239 Lot: 13484,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/77a57160-9065-11f1-aca1-06ac3cc21af7/2008-pokemon-japanese-temple-of-anger-1st-edition-tyrogue-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Holo Sneasel #270 CGC 10 GEM MINT,WA239 Lot: 13276,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/7829e08a-9065-11f1-a2e0-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-holo-sneasel-270-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese DP Secret Of The Lakes Cyndaquil #186 CGC 10 GEM MINT,WA239 Lot: 13349,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/783f925e-9065-11f1-8aab-06ac3cc21af7/2007-pokemon-japanese-dp-secret-of-the-lakes-cyndaquil-186-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Entry Pack '08 Infernape Half Deck Monferno CGC 10 GEM MINT,WA239 Lot: 13313,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/785572b8-9065-11f1-a837-0a58a9feac02/2007-pokemon-japanese-entry-pack-08-infernape-half-deck-monferno-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1997 Pokemon Japanese Jungle Venonat #48 CGC 10 GEM MINT,WA239 Lot: 11678,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/78cfb032-9065-11f1-bff5-0a58a9feac02/1997-pokemon-japanese-jungle-venonat-48-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2009 Pokemon Japanese DP Advent Of Arceus 1st Edition Tangela #002 CGC 10 PRISTINE,WA239 Lot: 13503,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/78d52f08-9065-11f1-811a-0a58a9feac02/2009-pokemon-japanese-dp-advent-of-arceus-1st-edition-tangela-002-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1997 Pokemon Japanese Jungle Rhyhorn #111 CGC 10 GEM MINT,WA239 Lot: 11682,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/78ddc1e0-9065-11f1-a302-0602e765ba41/1997-pokemon-japanese-jungle-rhyhorn-111-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Diamond & Pearl Temple Of Anger 1st Edition Beldum #432 CGC 10 PRISTINE,WA239 Lot: 13469,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/7962a400-9065-11f1-9576-06ac3cc21af7/2008-pokemon-japanese-diamond-pearl-temple-of-anger-1st-edition-beldum-432-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Growlithe CGC 10 GEM MINT,WA239 Lot: 13393,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/79918590-9065-11f1-bb9f-06ac3cc21af7/2007-pokemon-japanese-diamond-pearl-shining-darkness-growlithe-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Ponyta #83 CGC 10 GEM MINT,WA239 Lot: 13260,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/799d1dc4-9065-11f1-aa6f-02ffcd2af4c5/2006-pokemon-japanese-diamond-pearl-space-time-creation-ponyta-83-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Ponyta #83 CGC 10 GEM MINT,WA239 Lot: 13261,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/79ad5c3e-9065-11f1-a984-0602e765ba41/2006-pokemon-japanese-diamond-pearl-space-time-creation-ponyta-83-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Plusle #362 CGC 10 GEM MINT,WA239 Lot: 13382,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e84c2f38-9076-11f1-8146-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-shining-darkness-plusle-362-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Minun #363 CGC 10 GEM MINT,WA239 Lot: 13384,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e84c36d6-9076-11f1-ab42-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-shining-darkness-minun-363-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Diamond & Pearl Temple Of Anger 1st Edition Gulpin #369 CGC 10 GEM MINT,WA239 Lot: 13463,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e86afa12-9076-11f1-8b16-0a58a9feac02/2008-pokemon-japanese-diamond-pearl-temple-of-anger-1st-edition-gulpin-369-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Natu #205 CGC 10 GEM MINT,WA239 Lot: 13371,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e871270c-9076-11f1-8125-02ffe4250caf/2007-pokemon-japanese-diamond-pearl-shining-darkness-natu-205-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Natu #205 CGC 10 GEM MINT,WA239 Lot: 13372,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e8736404-9076-11f1-86a1-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-shining-darkness-natu-205-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese DP Cry From The Mysterious 1st Edition Unown W #251 CGC 10 GEM MINT,WA239 Lot: 13410,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e89d66b4-9076-11f1-b939-0a58a9feac02/2008-pokemon-japanese-dp-cry-from-the-mysterious-1st-edition-unown-w-251-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese DP Cry From The Mysterious 1st Edition Unown W #251 CGC 10 GEM MINT,WA239 Lot: 13411,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e8a8871a-9076-11f1-952e-06b6a968a08f/2008-pokemon-japanese-dp-cry-from-the-mysterious-1st-edition-unown-w-251-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Diamond & Pearl Temple Of Anger 1st Edition Exeggcute CGC 10 GEM MINT,WA239 Lot: 13472,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e8a952b2-9076-11f1-8af4-0a58a9feac02/2008-pokemon-japanese-diamond-pearl-temple-of-anger-1st-edition-exeggcute-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Secret Of The Lakes Unown M #241 CGC 10 PRISTINE,WA239 Lot: 13351,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e8ca345a-9076-11f1-951c-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-secret-of-the-lakes-unown-m-241-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Japanese Magma VS Aqua 2 Ambitions 1st Edition Duskull #43 CGC 10 GEM MINT,WA239 Lot: 12946,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e94eac6c-9076-11f1-929e-0a58a9feac02/2003-pokemon-japanese-magma-vs-aqua-2-ambitions-1st-edition-duskull-43-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Secret Of The Lakes Geodude #80 CGC 10 GEM MINT,WA239 Lot: 13345,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e976399e-9076-11f1-a56d-02ffc15fd4e5/2007-pokemon-japanese-diamond-pearl-secret-of-the-lakes-geodude-80-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Moonlit Pursuit 1st Edition Slowking #87 CGC 10 GEM MINT,WA239 Lot: 13327,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e9825652-9076-11f1-a2c2-0a6e1adb9daf/2007-pokemon-japanese-diamond-pearl-moonlit-pursuit-1st-edition-slowking-87-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Ralts #330 CGC 10 GEM MINT,WA239 Lot: 13381,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e9887096-9076-11f1-8cbd-0ac66bf9af69/2007-pokemon-japanese-diamond-pearl-shining-darkness-ralts-330-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Misdreavus #227 CGC 10 GEM MINT,WA239 Lot: 13270,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e98b4b22-9076-11f1-9bd8-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-misdreavus-227-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Unown B #230 CGC 10 PRISTINE,WA239 Lot: 13271,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e9ad64aa-9076-11f1-97b1-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-unown-b-230-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Unown B #230 CGC 10 PRISTINE,WA239 Lot: 13272,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e9afbebc-9076-11f1-82ee-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-unown-b-230-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Dawn Dash 1st Edition Wigglytuff #43 CGC 10 GEM MINT,WA239 Lot: 13302,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e9b1e75a-9076-11f1-99cd-0a969e729de5/2007-pokemon-japanese-diamond-pearl-dawn-dash-1st-edition-wigglytuff-43-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Kecleon #408 CGC 10 GEM MINT,WA239 Lot: 13386,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/e9b86044-9076-11f1-83e7-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-shining-darkness-kecleon-408-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Best Scene Anime GB Pocket Unknown Pokemon Ho-Oh #24 CGC 10 PRISTINE,WA239 Lot: 11759,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ebc943c6-90d5-11f1-b444-0a9979e2adbf/1998-pokemon-japanese-best-scene-anime-gb-pocket-unknown-pokemon-ho-oh-24-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese DP Bonds To The End Of Time 1st Edition Snorlax #70 CGC 10 GEM MINT,WA239 Lot: 13406,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/25009f7c-90ea-11f1-aca2-0a07872df345/2008-pokemon-japanese-dp-bonds-to-the-end-of-time-1st-edition-snorlax-70-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium N64 Cards Kyodo Kangaskhan #48 CGC 10 PRISTINE,WA239 Lot: 11758,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5f5224a8-90f3-11f1-af11-0adc8bc2d307/1998-pokemon-japanese-stadium-n64-cards-kyodo-kangaskhan-48-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium 2 N64 Cards Nintendo Starmie #55 CGC 10 GEM MINT,WA239 Lot: 11757,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5f7db500-90f3-11f1-bb47-0adc8bc2d307/1998-pokemon-japanese-stadium-2-n64-cards-nintendo-starmie-55-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium N64 Cards Kyodo Onix #05 CGC 10 GEM MINT,WA239 Lot: 11744,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5f7dfdee-90f3-11f1-be5f-0adc8bc2d307/1998-pokemon-japanese-stadium-n64-cards-kyodo-onix-05-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Intro Pack Neo Chikorita Side Deck Skarmory CGC 10 GEM MINT,WA239 Lot: 12626,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5fcc1e16-90f3-11f1-8934-0a58a9feac02/2001-pokemon-japanese-intro-pack-neo-chikorita-side-deck-skarmory-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Intro Pack Neo Totodile Side Deck Natu CGC 10 GEM MINT,WA239 Lot: 12625,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5fe2521c-90f3-11f1-b345-0a58a9feac02/2001-pokemon-japanese-intro-pack-neo-totodile-side-deck-natu-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Intro Pack Neo Totodile Half Deck Remoraid #10 CGC 10 PRISTINE,WA239 Lot: 12617,CGC10_PRISTINE,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5fe8b49a-90f3-11f1-8e5d-069931525c73/2001-pokemon-japanese-intro-pack-neo-totodile-half-deck-remoraid-10-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
